TraceId	TraceStart	TraceEnd	TraceDuration	ClientId	UserId	DialogEventType	InputString	ResponseText	ErrorMessage	ErrorLogCount	TriggeredDomain	TriggeredIntent	LUConfidence	InputType	ClientType	ClientVersion	FormFactor	Latencies	LogCount	QueryFlags	Sizes
9bb87bf269f94e4c8ce5bac545b80c6d	2018-11-07T23:49:37Z	2018-11-07T23:54:23Z	286.1924	5852000100022267030055880400ddd2	msa:383712dc9a59c397	Query	this is a test	Apparently, it works.		0	side_speech	side_speech_highconf	0.9688869	Spoken	WP_8.1	16.0-2789	Portable	{"DialogAsyncAudio":0.0,"DialogCore":69.0,"DialogTriggers":0.0,"DialogTTS":389.0,"E2EDialog":122.0,"E2EClient":166.0,"ClientGenerateRequestToken":74.0,"LUCall":5.0,"SessionFetch":1.0,"ClientStartAudioReadThread":3.0,"ClientStartSpeechReco":0.0,"StreamingAudioFetch":426.0,"UserProfileRetrieve":1.0,"AverageCacheRead":44.0,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":365.0,"SumPlugins":3.0}	76	None	{"ClientRequest":1067,"ClientResponse":2768,"StreamingAudioResponse":7644,"DialogInputPayload":1036,"SessionFetch":332,"LURequest":373,"LUResponse":232,"DialogOutputPayload":2768}
9e85e9526494493d97b40f78272f0f90	2018-11-07T23:50:35Z	2018-11-07T23:52:36Z	121.2094			Unknown				0			0	Unknown			Unknown	{"E2EClient":183.0,"ClientGenerateRequestToken":25.0,"AverageCacheRead":0.0,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":0.0,"SumPlugins":0.0}	11	None	{}
a0d3c97f2ec24d229f5f7acbfe5cd8fe	2018-11-08T00:55:17Z	2018-11-08T00:55:17Z	0.1525372	44ea00010002d27b030064b404005ef2	msa:383712dc9a59c397	DirectAction		Hello, I am Durandal. What can I help you with?		0	reflection	greet	1	Programmatic	WP_8.1	18.0-2864	Portable	{"DialogCore":142.0,"DialogTriggers":115.0,"E2EDialog":152.0,"UserProfileRetrieve":1.0,"AverageCacheRead":55.5,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":0.0,"SumPlugins":16.0}	10	None	{"DialogInputPayload":444,"DialogOutputPayload":3929}
aa91966c5c5f4b5e9b8a47bc308765e5	2018-11-08T00:59:12Z	2018-11-08T00:59:12Z	0			Unknown				0			0	Unknown			Unknown	{}	1	None	{}
ab02c765a1894543bb528f3dd29ffdab	2018-11-07T23:49:26Z	2018-11-07T23:50:34Z	67.07315			Unknown			Audio processor thread exception	3			0	Unknown			Unknown	{"E2EClient":154.0,"ClientGenerateRequestToken":0.0,"AverageCacheRead":0.0,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":0.0,"SumPlugins":0.0}	8	None	{}
abc9144e051142b2aa4231bdd9314050	2018-11-08T01:00:58Z	2018-11-08T01:00:58Z	0.0466887	5852000100022267030055880400ddd2	msa:383712dc9a59c397	DirectAction		Hello, I am Durandal. What can I help you with?		0	reflection	greet	1	Programmatic	WP_8.1	16.0-2789	Portable	{"DialogCore":33.0,"DialogTriggers":1.0,"E2EDialog":46.0,"UserProfileRetrieve":1.0,"AverageCacheRead":60.0,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":0.0,"SumPlugins":18.0}	10	None	{"DialogInputPayload":1099,"DialogOutputPayload":4900}
b31ef96c58334c9284e55a7a0c1de86a	2018-11-07T23:49:24Z	2018-11-07T23:54:10Z	286.7313	5852000100022267030055880400ddd2	msa:383712dc9a59c397	Query	this is a test	Oh no. A pop quiz.		0	side_speech	side_speech_highconf	0.9688869	Spoken	WP_8.1	16.0-2789	Portable	{"DialogAsyncAudio":31.0,"DialogCore":174.0,"DialogTriggers":0.0,"DialogTTS":5318.0,"E2EDialog":270.0,"E2EClient":319.0,"ClientGenerateRequestToken":86.0,"LUCall":10.0,"SessionFetch":1.0,"ClientStartAudioReadThread":16.0,"ClientStartSpeechReco":0.0,"StreamingAudioFetch":5789.0,"UserProfileRetrieve":0.0,"AverageCacheRead":36.0,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":5631.0,"SumPlugins":33.0}	75	None	{"ClientRequest":1067,"ClientResponse":2762,"StreamingAudioResponse":9196,"DialogInputPayload":1036,"LURequest":373,"LUResponse":232,"DialogOutputPayload":2762}
b5f623ca0ecc45878f41f56292124142	2018-11-07T23:49:56Z	2018-11-07T23:49:57Z	0.4569653			Unknown			The DE service reports a different protocol version (18) than expected (16). Queries will probably not work	1			0	Unknown			Unknown	{"E2EClient":207.0,"ClientGenerateRequestToken":96.0,"AverageCacheRead":0.0,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":0.0,"SumPlugins":0.0}	8	None	{}
b9c6388cd2a84c4e87c69a43777bda54	2018-11-08T00:56:26Z	2018-11-08T00:56:26Z	0.1595512			Unknown				0			0	Unknown			Unknown	{"E2EClient":129.0,"ClientGenerateRequestToken":27.0,"AverageCacheRead":0.0,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":0.0,"SumPlugins":0.0}	2	None	{}
bddd362a276f49a49ad37119d19db1c8	2018-11-08T00:56:49Z	2018-11-08T00:56:49Z	0.0901898	44ea00010002d27b030064b404005ef2	msa:383712dc9a59c397	DirectAction		Hello, I am Durandal. What can I help you with?		0	reflection	greet	1	Programmatic	WP_8.1	18.0-2864	Portable	{"DialogCore":78.0,"DialogTriggers":23.0,"E2EDialog":89.0,"UserProfileRetrieve":1.0,"AverageCacheRead":40.0,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":0.0,"SumPlugins":17.0}	10	None	{"DialogInputPayload":444,"DialogOutputPayload":3862}
c4494f0210234d08b51fed6b7a3a9074	2018-11-08T00:55:18Z	2018-11-08T00:55:49Z	31.29432	44ea00010002d27b030064b404005ef2	msa:383712dc9a59c397	DialogAction		I have 17 plugins installed		0	reflection	list_plugins	1	Programmatic	WP_8.1	18.0-2864	Portable	{"DialogAsyncAudio":0.0,"DialogCore":231.0,"DialogTriggers":2.0,"DialogTTS":2220.0,"E2EDialog":596.0,"E2EClient":899.0,"ClientGenerateRequestToken":32.0,"LUCall":8.0,"SessionFetch":1.0,"UserProfileRetrieve":1.0,"AverageCacheRead":747.671631,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":0.0,"SumPlugins":100.0}	254	None	{"ClientRequest":543,"ClientResponse":8674,"DialogInputPayload":434,"DialogOutputPayload":8674,"ReadWebCache-0616f65d829642a3912697d786845e37":40076,"ReadWebCache-0e9ebfcb801445c5bf043cb10db9199e":32701,"ReadWebCache-27c5a99383874c4cb2701ae4716f592e":56870,"ReadWebCache-e3335050ee00491084c11461fc76e3e2":11957,"ReadWebCache-699b23aeaa704c4cb2cb658b443e267a":51845,"ReadWebCache-04af3b1cce0245188813596e3dbb9f8a":9578,"ReadWebCache-c1ed94a0e94b477bb418e8a0c77faca1":25560,"ReadWebCache-a2ea85d89a7240bba2acaef994b24fe6":25509,"ReadWebCache-6e7c38ae524e484388be7376383cbe3e":206349,"ReadWebCache-b6dc5546d86a40668b261acbe9288f95":35308,"ReadWebCache-0582be07e5a646eabfa41282950329d2":12629,"ReadWebCache-98c91da4bb48422d8ee218112523f0b7":4581,"SessionFetch":1349,"LURequest":285,"LUResponse":376}
c98a239bd1ff45c29db3d6fc31595fdf	2018-11-08T00:58:38Z	2018-11-08T00:58:39Z	1.127194	44ea00010002d27b030064b404005ef2	msa:383712dc9a59c397	Query	What is your favorite color	Blue.... no- AAAAUGGGGGGGGGHHHHHH		0	side_speech	yourcolor	0.99927	Typed	WP_8.1	18.0-2864	Portable	{"DialogCore":36.0,"DialogTriggers":2.0,"E2EDialog":288.0,"E2EClient":365.0,"ClientGenerateRequestToken":44.0,"LUCall":6.0,"SessionFetch":1.0,"UserProfileRetrieve":1.0,"AverageCacheRead":243.0,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":0.0,"SumPlugins":2.0}	69	None	{"ClientRequest":573,"ClientResponse":2056,"DialogInputPayload":542,"SessionFetch":423,"LURequest":355,"LUResponse":510,"DialogOutputPayload":2056}
ca3e68b109ee4d6db176c9fc0c4d02cc	2018-11-07T23:54:54Z	2018-11-07T23:54:54Z	0.1145217	44ea00010002d27b030064b404005ef2	msa:383712dc9a59c397	DirectAction		Hello, I am Durandal. What can I help you with?		0	reflection	greet	1	Programmatic	WP_8.1	18.0-2864	Portable	{"DialogCore":106.0,"DialogTriggers":1.0,"E2EDialog":114.0,"UserProfileRetrieve":1.0,"AverageCacheRead":70.0,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":0.0,"SumPlugins":22.0}	10	None	{"DialogInputPayload":444,"DialogOutputPayload":3881}
d1d2ec805f0d4971bca8007ae97d3327	2018-11-08T00:55:16Z	2018-11-08T00:55:16Z	0.2681286			Unknown				0			0	Unknown			Unknown	{"E2EClient":292.0,"ClientGenerateRequestToken":53.0,"AverageCacheRead":0.0,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":0.0,"SumPlugins":0.0}	3	None	{}
d288484a82b54f9f94768be0d1bb7fec	2018-11-08T00:57:34Z	2018-11-08T00:57:34Z	0.0708734	44ea00010002d27b030064b404005ef2	msa:383712dc9a59c397	DirectAction		Hello, I am Durandal. What can I help you with?		0	reflection	greet	1	Programmatic	WP_8.1	18.0-2864	Portable	{"DialogCore":57.0,"DialogTriggers":21.0,"E2EDialog":71.0,"UserProfileRetrieve":1.0,"AverageCacheRead":33.0,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":0.0,"SumPlugins":21.0}	10	None	{"DialogInputPayload":444,"DialogOutputPayload":3833}
d2d75b130a914baca77875c28a94eae1	2018-11-08T03:56:56Z	2018-11-08T04:05:06Z	489.5471	8a9b0001000270ab030034fd04004204	8a9b0001000270ab030034fd04004204	Query	hello	Hello!		0	side_speech	side_speech_highconf	0.9699369	Typed	WP_8.1	18.0-2864	Portable	{"DialogCore":85.0,"DialogTriggers":0.0,"E2EDialog":94.0,"E2EClient":192.0,"ClientGenerateRequestToken":0.0,"LUCall":4.0,"SessionFetch":1.0,"UserProfileRetrieve":0.0,"AverageCacheRead":38.0,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":0.0,"SumPlugins":0.0}	50	None	{"ClientRequest":394,"ClientResponse":1803,"DialogInputPayload":363,"LURequest":350,"LUResponse":194,"DialogOutputPayload":1803}
d378f6187baf4e51a5747a7974c7e540	2018-11-07T23:48:42Z	2018-11-07T23:53:38Z	296.5667	5852000100022267030055880400ddd2	msa:383712dc9a59c397	Query			Websocket read error	8			0	Spoken	WP_8.1	16.0-2789	Portable	{"DialogCore":1.0,"DialogTriggers":0.0,"E2EDialog":2231.0,"E2EClient":2288.0,"ClientGenerateRequestToken":84.0,"SessionFetch":1.0,"ClientStartAudioReadThread":4.0,"ClientStartSpeechReco":0.0,"AverageCacheRead":31.0,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":0.0,"SumPlugins":0.0}	25	None	{"ClientRequest":1496,"ClientResponse":495,"DialogInputPayload":1465,"DialogOutputPayload":495}
d3a281fc68424155b543047747cfa8cc	2018-11-08T00:58:30Z	2018-11-08T00:58:31Z	0.9747928	44ea00010002d27b030064b404005ef2	msa:383712dc9a59c397	Query	What is your quest	To seek the Holy Grail.		0	side_speech	yourquest	0.99918	Typed	WP_8.1	18.0-2864	Portable	{"DialogCore":70.0,"DialogTriggers":0.0,"E2EDialog":114.0,"E2EClient":219.0,"ClientGenerateRequestToken":38.0,"LUCall":4.0,"SessionFetch":1.0,"UserProfileRetrieve":1.0,"AverageCacheRead":36.0,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":0.0,"SumPlugins":0.0}	54	None	{"ClientRequest":564,"ClientResponse":1871,"DialogInputPayload":533,"SessionFetch":267,"LURequest":346,"LUResponse":264,"DialogOutputPayload":1871}
d4405aecf897429ca2202cdd0219bcb7	2018-11-08T00:57:05Z	2018-11-08T00:57:05Z	0.1454377			Unknown				0			0	Unknown			Unknown	{"E2EClient":109.0,"ClientGenerateRequestToken":35.0,"AverageCacheRead":0.0,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":0.0,"SumPlugins":0.0}	2	None	{}
d4e152d3a0514e10973c6c49ff4bf068	2018-11-07T23:50:01Z	2018-11-07T23:54:49Z	287.109	5852000100022267030055880400ddd2	msa:383712dc9a59c397	Query	how is the weather	Outside it is 46Â° F and Clear.		0	weather	get_weather	0.9716293	Spoken	WP_8.1	16.0-2789	Portable	{"DialogAsyncAudio":0.0,"DialogCore":819.0,"DialogTriggers":0.0,"DialogTTS":384.0,"E2EDialog":837.0,"E2EClient":892.0,"ClientGenerateRequestToken":83.0,"LUCall":7.0,"SessionFetch":1.0,"ClientStartAudioReadThread":4.0,"ClientStartSpeechReco":0.0,"StreamingAudioFetch":516.0,"UserProfileRetrieve":0.0,"AverageCacheRead":55.5,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":378.0,"SumPlugins":722.0}	68	None	{"ClientRequest":1071,"ClientResponse":5448,"StreamingAudioResponse":10609,"DialogInputPayload":1040,"LURequest":381,"LUResponse":249,"DialogOutputPayload":5448}
d550d64dee314e4780415c75255e515c	2018-11-07T23:52:08Z	2018-11-07T23:52:14Z	6.853752			Unknown			Websocket write connection timed out	6			0	Unknown			Unknown	{"ClientStartAudioReadThread":10.0,"ClientStartSpeechReco":1.0,"AverageCacheRead":0.0,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":0.0,"SumPlugins":0.0}	9	None	{}
d7adf66b68d74826bca4fcabd1794b9d	2018-11-07T23:52:36Z	2018-11-07T23:53:44Z	68.03488			Unknown				0			0	Unknown			Unknown	{"E2EClient":625.0,"ClientGenerateRequestToken":19.0,"AverageCacheRead":0.0,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":0.0,"SumPlugins":0.0}	6	None	{}
d7de47939d354a76b26838837f89f15a	2018-11-08T04:04:10Z	2018-11-08T04:04:10Z	0.1047307	8a9b0001000270ab030034fd04004204	8a9b0001000270ab030034fd04004204	DirectAction		Hello, I am Durandal. What can I help you with?		0	reflection	greet	1	Programmatic	WP_8.1	18.0-2864	Portable	{"DialogCore":105.0,"DialogTriggers":26.0,"E2EDialog":105.0,"UserProfileRetrieve":25.0,"AverageCacheRead":59.0,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":0.0,"SumPlugins":22.0}	9	None	{"DialogInputPayload":287,"DialogOutputPayload":3787}
d83826deb04743e7bb666055a0a12ee7	2018-11-07T23:49:56Z	2018-11-07T23:49:56Z	0			Unknown				0			0	Unknown			Unknown	{}	1	None	{}
d95a5d66b19c44b4b2630aa8127c1cbd	2018-11-08T00:57:00Z	2018-11-08T00:57:00Z	0.1709197			Unknown				0			0	Unknown			Unknown	{"E2EClient":201.0,"ClientGenerateRequestToken":51.0,"AverageCacheRead":0.0,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":0.0,"SumPlugins":0.0}	3	None	{}
ded3de37df4e4386b102385dbd4ad43b	2018-11-07T23:54:18Z	2018-11-07T23:54:25Z	6.786831			Unknown			Websocket write connection timed out	6			0	Unknown			Unknown	{"ClientStartAudioReadThread":3.0,"ClientStartSpeechReco":0.0,"AverageCacheRead":0.0,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":0.0,"SumPlugins":0.0}	9	None	{}
e34d11c3e1784186afef892b1ceca2de	2018-11-08T00:56:30Z	2018-11-08T00:56:31Z	0.9839699	44ea00010002d27b030064b404005ef2	msa:383712dc9a59c397	Query	Test	Apparently, it works.		0	side_speech	side_speech_highconf	0.9708726	Typed	WP_8.1	18.0-2864	Portable	{"DialogCore":49.0,"DialogTriggers":0.0,"E2EDialog":151.0,"E2EClient":215.0,"ClientGenerateRequestToken":38.0,"LUCall":4.0,"SessionFetch":1.0,"UserProfileRetrieve":1.0,"AverageCacheRead":95.0,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":0.0,"SumPlugins":0.0}	52	None	{"ClientRequest":550,"ClientResponse":1829,"DialogInputPayload":519,"LURequest":332,"LUResponse":189,"DialogOutputPayload":1829}
e52e48d1c82a49fbaea847b48ee924ee	2018-11-07T23:53:52Z	2018-11-07T23:54:05Z	13.60317	44ea00010002d27b030064b404005ef2	msa:383712dc9a59c397	Query			Websocket read error	8			0	Spoken	WP_8.1	18.0-2864	Portable	{"DialogCore":1.0,"DialogTriggers":0.0,"E2EDialog":2429.0,"E2EClient":2476.0,"ClientGenerateRequestToken":22.0,"SessionFetch":1.0,"ClientStartAudioReadThread":3.0,"ClientStartSpeechReco":1.0,"AverageCacheRead":35.0,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":0.0,"SumPlugins":0.0}	24	None	{"DialogInputPayload":869,"ClientRequest":900,"ClientResponse":87,"DialogOutputPayload":87}
eae3d6370cbc4bd88530de559e1f0db6	2018-11-08T03:55:15Z	2018-11-08T03:55:56Z	40.94976			Unknown				0			0	Unknown			Unknown	{"E2EClient":164.0,"ClientGenerateRequestToken":203.0,"AverageCacheRead":0.0,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":0.0,"SumPlugins":0.0}	8	None	{}
edc71017f4804e4b8cea8c25ef18ff42	2018-10-13T01:29:22Z	2018-11-08T03:06:52Z	2252250			Unknown			Non-success response while refreshing SR token	712			0	Unknown			Unknown	{}	736	None	{}
ef581b33d9014cdd8938e96b0b483d80	2018-11-07T23:54:59Z	2018-11-07T23:54:59Z	0.1177856			Unknown				0			0	Unknown			Unknown	{"E2EClient":93.0,"ClientGenerateRequestToken":23.0,"AverageCacheRead":0.0,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":0.0,"SumPlugins":0.0}	2	None	{}
f7802de0b9ec46468cda9e75c563eb21	2018-11-08T00:54:33Z	2018-11-08T00:54:33Z	0.1783154	44ea00010002d27b030064b404005ef2	msa:383712dc9a59c397	DirectAction		Hello, I am Durandal. What can I help you with?		0	reflection	greet	1	Programmatic	WP_8.1	18.0-2864	Portable	{"DialogCore":161.0,"DialogTriggers":74.0,"E2EDialog":177.0,"UserProfileRetrieve":1.0,"AverageCacheRead":88.5,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":0.0,"SumPlugins":20.0}	10	None	{"DialogInputPayload":444,"DialogOutputPayload":3958}
fb9fbd13efc04833950efd3b50958411	2018-11-07T23:36:23Z	2018-11-07T23:51:57Z	934.2507			Unknown			The DE service reports a different protocol version (17) than expected (18). Queries will probably not work	4			0	Unknown			Unknown	{"E2EClient":1948.0,"ClientGenerateRequestToken":96.0,"AverageCacheRead":0.0,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":0.0,"SumPlugins":0.0}	17	None	{}
ffbc8579328247b3b423b128308162e2	2018-11-07T23:54:40Z	2018-11-07T23:54:40Z	0.1417825	5852000100022267030055880400ddd2	msa:383712dc9a59c397	DirectAction		Hello, I am Durandal. What can I help you with?		0	reflection	greet	1	Programmatic	WP_8.1	16.0-2789	Portable	{"DialogCore":135.0,"DialogTriggers":25.0,"E2EDialog":143.0,"UserProfileRetrieve":1.0,"AverageCacheRead":77.5,"HtmlCacheRead":0.0,"StreamingAudioCacheRead":0.0,"SumPlugins":19.0}	10	None	{"DialogInputPayload":1099,"DialogOutputPayload":4879}
